link,question,comment_data
https://www.quora.com/What-can-someone-do-if-a-family-member-is-on-drugs,What can someone do if a family member is on drugs,Honestly just remember it has nothing to do with you and no matter what you say or do; they won’t stop until they want to. I know it hurts to see it and be around it but you can’t save them with words or sending them to rehab because eventually they will resent you; not come to you when they actually want the help and just make things unnecessarily hostile and stressful for you. Don’t give them money when they ask. If they end up on the streets instead of offering your couch or a room; drive them to the local shelter. I’ve dealt with it all my life with my mom and it was hard but I realize now Our 34 year old son; who will celebrate 12 years clean and sober on Feb 3; 2019; has often spoken at meetings and trainings related to addiction. Many of his “shares” started with the words; “The best thing my mother ever did for me was to tell me to get the f%#* out.” It’s true. Until that day; when I reached the end of my rope (a “friend” of our son’s had overdosed in our home at 2am; while we slept in the bedroom a few yards away); I was an expert enabler. I bailed him out; I “loaned” him money; I filled his gas tank; I didn’t go to the police when he used my ATM card; I put a roof over his       
https://www.quora.com/How-can-you-help-someones-if-they-are-on-drugs,How can you help someones if they are on drugs,Honestly just remember it has nothing to do with you and no matter what you say or do; they won’t stop until they want to. I know it hurts to see it and be around it but you can’t save them with words or sending them to rehab because eventually they will resent you; not come to you when they actually want the help and just make things unnecessarily hostile and stressful for you. Don’t give them money when they ask. If they end up on the streets instead of offering your couch or a room; drive them to the local shelter. I’ve dealt with it all my life with my mom and it was hard but I realize now 
https://www.quora.com/How-can-someone-obtain-pain-relief-medication-when-they-have-no-money-and-are-not-on-any-insurance-plan,How can someone obtain pain relief medication when they have no money and are not on any insurance plan,"If someone doesn't have money or insurance; there are a few options they can explore to obtain pain relief medication: 1. Free Clinics: They can visit a free or low-cost clinic in their area. These clinics often provide medical services; including prescriptions; to individuals who cannot afford healthcare. 2. Prescription Assistance Programs: Many pharmaceutical companies offer assistance programs that provide free or discounted medications to eligible individuals. They can contact the pharmaceutical company directly or visit their website to inquire about these programs. 3. Local Assistance Prog       I know that what i'm going to say is not for most people. I have experienced many times in my life how the power of my mind has made physical symptoms much worse or much better. I had osteoarthritis in my hands and feet when i was in my early 20's. I took Vioxx and an assortment of other drugs for about 10yrs when my doctor said I should not be on them for that long. He didn't give me any other alternatives. At that time i started looking into my ""relationship"" with the arthritis. I talked about it a lot. I thought about it all the time. It kept getting worse. Then I started reading abo        "
https://www.quora.com/How-can-we-solve-the-problem-of-drug-addiction,How can we solve the problem of drug addiction,Addressing the complex issue of drug addiction requires a multifaceted and comprehensive approach that involves various stakeholders; including individuals; communities; governments; healthcare professionals; and social support systems. Here are some strategies that can contribute to solving the problem of drug addiction: 1. Prevention: Implement educational programs: Develop and implement educational programs targeting schools and communities to raise awareness about the dangers of drug abuse and promote healthy lifestyles. Early intervention: Identify and address risk factors for drug abuse ear                       It’s awful. It’s the worst thing you could go through besides grief. Whether you love an addict or are one; there are no words to describe the unimaginable pain. Your love will never be enough for an addict to get clean. I am a drug addict. It happens slowly; you don’t want to become one; nobody does. First you start on the weekends; for some fun. Then it starts out every day; and if you’re doing opiates - you will get so fucking sick without an opiate. The thing with opiates is you HAVE to get through the brutal withdrawal to get off of them; no matter what. If you’re on maintenance; you’re e     
https://www.quora.com/Would-you-provide-money-or-assistance-for-drugs-or-alcohol-to-someone-that-you-know-is-addicted-and-needed-a-fix,Would you provide money or assistance for drugs or alcohol to someone that you know is addicted and needed a fix,Positively not. As in never. I will buy or fix food (done it several times). I will take them to a rehab (done this several times too). When I was single; I let addicted friends crash at my place a couple times. Too many things disappeared; so that had to stop. But giving an addict money is like giving a suicidal person a gun. It will be used. Badly. This may seem harsh; hard; or cold. It isn't. I've been there.Jill ; That's a difficult question. Although you want to say no of course; watching a friend or loved one go through serious withdrawals is heartbreaking. I know; because my ex wife is an opiate and heroin addict. When you are in the grip of something so powerful you will do anything... Anything to get your next fix. This includes bribery; threats of self harm; crime; you name it. While we were together I would buy black market morphine pills just to help her function throughout the day. My motivation was we had 2 young kids and she could only function as a mother while her addiction was bein   
https://www.quora.com/How-can-you-help-an-addict,How can you help an addict,"Helping someone with their addiction? Addiction is so bad for the person going through it; and it’s bad for the person trying to help them. What a person can do is “ be there” ! Caring; understanding; just being in the same room not doing anything even helps. It gives the person who is addicted a sense of knowing someone really cares. As an addict they sometimes feel that no one cares for them or loves them and they tend to feel alone. Let the person who is the addict know you care; that you’ll stand by them. The next step is to help the person who is fighting addiction to break a way so to sp   I'm deeply sorry to say - you can't. No one can really ""help"" an addict to quit. Only the addict can make that happen. And frankly; it's quite risky for you personally to even try to help. A real addict will lie; cheat; steal; sell their own body - or yours. Or anything of yours they can get their hands on. Murder isn’t off the table either! Not for many addicts; as any cop in the world will quickly tell you. In short; whatever it takes to get what they need; they will do. That's the part that people who have not been there never seem to truly comprehend. Crack; H; Meth; whatever their monkey is             "
https://www.quora.com/How-can-I-help-a-friend-who-is-having-drug-problems,How can I help a friend who is having drug problems,Be there for them. Period. Addicts are usually depressed when they’re not high; which leads to not getting help for themselves. They are hoping that someone will come to their home; ring the bell; and offer to help. Basically; a miricle that isn’t coming. So; running into that person that could help is impossible for them when they are high everytime they leave their home. Or; on a mission to get high. You need to be proactive for them. Be the healthy brain for them; and offer healthy choices. Suggest; push; call on their behalf; to people and places that offer treatment. Offer to drive them there             You cant really… You can drive them to meetings. That's about it till they actually get sober. The addict is really self consumed and extremely futile while using. They aren't even home. The lights are on. But no one is home. So … it's like trying to make friends with a wall. It doesn't matter what you do or don't do. Actually - if you help them use or continue to use then you are making it worse. The best thing that anyone did for me when I was using was - leave me. I had several people who really ; really loved me. And they all told me that they were leaving my life while I used . And that they l        
https://www.quora.com/What-will-you-do-to-aid-drug-addicts,What will you do to aid drug addicts,"I'm deeply sorry to say - you can't. No one can really ""help"" an addict to quit. Only the addict can make that happen. And frankly; it's quite risky for you personally to even try to help. A real addict will lie; cheat; steal; sell their own body - or yours. Or anything of yours they can get their hands on. Murder isn’t off the table either! Not for many addicts; as any cop in the world will quickly tell you. In short; whatever it takes to get what they need; they will do. That's the part that people who have not been there never seem to truly comprehend. Crack; H; Meth; whatever their monkey is             Anything. Literally …. when an addict is going through withdrawals and doesn't have the means to buy drugs; they will do anything. Here are a few things I have personally witnessed; heard about and done: * I got a diamond ring from my father on my sixteenth birthday. My dad never did that sort of stuff. He gave it to me and said; “I wanted to be the first man to ever give you a diamond.” It was the   "
https://www.quora.com/What-are-some-places-where-you-can-get-cheaper-medication-than-at-Walmart,What are some places where you can get cheaper medication than at Walmart,Drug prices vary even in the same city and state. There is a website called Prescription Prices; Coupons & Pharmacy Information - GoodRx ; and they show you several prices at nearby drug stores and the price of a specific quantity of medicine when you input the name of the medication; the number of milligrams and the amount prescribed your MD prescribed for you! Walmart and Target are not always the cheapest pharmacies. Here are some prices for the Ventolin HFA 90 mcg Inhaler 18 gm size in New Haven; Connecticut. Big Y-$43.12 Target-$42.13 ShopRite-$42.37 RiteAid-$14.42 Costco-$43.29 Walgreens-$15.54 Walmart-12.01 Stop and Shop-$42.47 CVS-41.50 As you can see from the prices listed on one medication; the cost range spans from twelve dollars to about 43.00 for the same medicine. These price fluctuations are common because some stores will give a customer a low price the first time and raise the price for the refills after the initial prescription has been filled; and these prices are all for the brand-name drug. I have found that in my case; and for this kind of medicine; the brand name is more effective; and the generic drug has no noticeable effect on my lungs. You can input all your medications and see which pharmacy in the area has the best prices on the medicines you need.I don’t know where you are but in India; there are charitable dispensaries and some doctors who treat the patients free (if they are really poor). Homeopathic medicines used to be very cheap - my father used to keep about a hundred medicines and give them freely to poor people. My father was a low paid school teacher himself but never took money for such things. I used to give homeopathic or allopathic OTC medicines freely to poor people; or give them money so that they can buy the prescribed medicines. Some poor people are entitled free treatment from government hospitals. Generic medicines are i     
https://www.quora.com/How-can-one-find-affordable-medications-in-the-US-and-Canada,How can one find affordable medications in the US and Canada,The US has one of the self-proclaimed greatest deal makers of all time. Why would it take a small country of 37 million people to provide a cut-rate back door low cost source of exactly the same drugs are you currently over pay for? The answer is probably that Congress is afraid to regulate Big Pharma to modest profits. Apparently Big Pharma and privately delivered healthcare owns Congress. There has been so much misinformation on these issues. The simple truth is that Big Pharma charges more in the US because they can; there’s no one watching out for the people when it comes to prescription drugs      How can one find affordable medications in the US and Canada? I posted this question to provide relevant information from Dr. Ken Pope’s phenomenal website. If you’d like to skip his truncated bio (and my barely contained adoration); you’ll find resources for affordable or free medications in the US and Canada here*. Dr. Ken Pope maintains an informative; comprehensive; and accessible website for American and Canadian mental health professinal consumers and clinicians (and special needs pets enthusiasts). He is a licensed psychologist; social justice advocate; award-winning author; and was a (http://%3E%2A%2Awhy%20he%20resigned%20as%20a%20matter%20of%20conscience%2A%2A%20%28http//kspope.com/apa/index.php))fello                       
https://www.quora.com/What-are-some-medications-that-are-incredibly-expensive-but-are-incredibly-cheap-to-make,What are some medications that are incredibly expensive but are incredibly cheap to make,There are a number of medications that fit this description; including certain cancer drugs; insulin; and HIV medications. For example; some cancer drugs can cost tens of thousands of dollars per dose; while the raw materials to make them may only cost a few dollars. Similarly; insulin; which is a life-saving medication for people with diabetes; can cost hundreds of dollars per vial; even though it costs less than $5 to produce. In addition; some HIV medications can cost hundreds of dollars per pill; despite the fact that the raw ingredients are inexpensive. This discrepancy can be attributed Most medications are dirt cheap to make. Big pharma knows that they can put whatever price they want on their stuff; and most pay for it through insurance and co-pays. Where else are you going to get the drugs if not through them? They’re regulated by the government; but still priced way too high. By the time everyone gets there cut; from manufacturing; to distribution; the end user is getting screwed with prices.
https://www.quora.com/Why-is-it-cheaper-to-buy-certain-prescription-medications-without-using-health-insurance,Why is it cheaper to buy certain prescription medications without using health insurance,It is possible that the insurance plan you have is specifically designed so that you must pay the stated copay; even if the cost of the drug is less. What you are referring to in your $45 copay is called a “clawback”. The insurer who is covering your prescriptions has an agreement with the pharmacy that the pharmacy (or more likely; the Pharmacy Benefit Manager (PBM)); will send the $18 that you pay over and above the regular charge for the drug to the insurance company who underwrites your plan. The reason for what happened on the compound could be that the pharmacy charges the insurance compa        Paperwork. The US insurance model is ridiculously bureaucratic - and the paperwork has to be paid for. When going through the pharmacist over the counter the people involved are you; the pharmacist; and the wholesaler. It’s a simple transaction where there’s almost no paperwork to be filled out (little more than any other shopping trip or amazon purchase). When using your insurance you present your money and your insurance to the pharmacist. They then need to fill out the paperwork for the insurance company. The insurance company then checks it and might send it back rejected for a simple mistak   
https://www.quora.com/Why-is-it-so-hard-to-find-an-affordable-pharmacy-in-America-that-doesnt-cost-400-per-month-on-average-for-medicine,Why is it so hard to find an affordable pharmacy in America that doesnt cost 400 per month on average for medicine,The affordability of pharmacies in America; particularly the high cost of prescription medications; is a multifaceted issue with several contributing factors. Firstly; the pharmaceutical industry incurs substantial expenses in research and development to bring new drugs to market. These costs are often passed on to consumers. Additionally; aggressive marketing campaigns further escalate overall drug prices. Secondly; the lack of price regulation in the U.S. allows pharmaceutical companies to set their own prices without government intervention; unlike in many other countries where drug prices Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     
https://www.quora.com/What-is-the-most-reliable-pharmaceutical-company-that-supplies-affordable-medicines-worldwide-How-do-they-manage-to-keep-their-prices-low,What is the most reliable pharmaceutical company that supplies affordable medicines worldwide How do they manage to keep their prices low,Finding reliable suppliers of pharmaceutical medications is crucial for ensuring the quality and safety of the products you purchase. Several factors contribute to the reliability of a pharmaceutical supplier; including their adherence to regulatory standards; reputation in the industry; and the quality of their products. Some of the best and most reliable suppliers of pharmaceutical medications are well-established companies with a strong track record of delivering high-quality products. These companies often invest heavily in research and development to ensure the efficacy and safety of their         Pharmas are for-profit corporations; which means their primary duty is to shareholders. They are operated to make as much money as possible; that is job #1. So when there’s a conflict between making something cheaply and making something safe; guess which one wins? But I’m straying from my point. Pharma products are priced based on what the market will bear; so the US system of “health insurance” is a gold mine for them; the market is no longer driven by the finances of individuals; it now taps a collective with very deep pockets. Without “insurance” who would be able to pay $125K for a round o        
https://www.quora.com/How-do-people-obtain-medication-from-pharmacies-without-insurance-or-paying-for-prescriptions,How do people obtain medication from pharmacies without insurance or paying for prescriptions,This is a fun answer. FIRST; Pharmacies never require prior authorizations. Do you know why? Because pharmacies don’t pay for your medication; they sell you your medications. Who; besides you; pays for your medications? That’s right; your Insurance Company. It’s completely wrong to think any Pharmacy is holding up your prescription because of a Prior Auth. Pharmacies bill in real time. Unlike Doctors offices. Doctors collect payments on the expected charge. And; if that’s wrong; they ask for more money. And; if you don’t pay them; they send your bill to collections. Pharmacies don’t utilize co      Saving money on medications can be tough; especially when you don't have insurance to help cover the cost. But fear not! There are a few tricks up your sleeve that can help you beat the high cost of prescriptions. For starters; you can get an Ubrelvy coupon and many other coupons for expensive medications at charityrx.com; for example; and save quite a lot.    
https://www.quora.com/How-is-it-that-sometimes-the-prices-of-pills-are-cheap,How is it that sometimes the prices of pills are cheap,The pricing of pills and medications can vary widely; and several factors can contribute to lower prices for some medications: 1. Generic Medications: When a brand-name medication's patent expires; other manufacturers can produce generic versions; which are often significantly cheaper due to competition. 2. Bulk Production: Large-scale production of medications can lower manufacturing costs; allowing for cheaper prices; especially for widely used drugs. 3. Market Competition: A competitive market with multiple manufacturers can lead to price reductions as companies vie for market share. 4. Governm            In the UK medicines cost £9.30 (roughly $12.5) per item unless you are exempt. That exemption with cover most of the poor. In fact about 60% of the population is exempt for one reason or another
https://www.quora.com/What-are-generic-medicines-and-why-are-they-affordable,What are generic medicines and why are they affordable,When a drug molecule is discovered by a company; the government gives it a 20-year patent period.For that 20 years ;the company who has invented the molecule can sell it at any price which it wants. That is known as branded medicine. When a period of 20 years is over;the company lose its patent rights and now any company in the world can manufacture and sell it.Now that medicine becomes generic. There is no fundamental difference between a branded or a generic medicine. There is also an another criteria that many branded company use high quality excipients.Excipients are those substances which a       Once upon a time (before the 1960s); the world was a lot simpler and medicines were too. The medicines available in the market then were all branded and each manufacturer of medicine had their own way to prepare a certain drug. The law at the time in USA and Europe required that medicines should maintain the manufacturing process as per the manufacturer’s specification. No safety; efficacy or quality data were required to be submitted to the authorities by the manufacturer prior to marketing the drug. The Sulfanilamide Elixir Disaster (1937); Thalidomide Tragedy (1950–60s) as well as contaminati                   
https://www.quora.com/How-do-you-find-the-cheapest-pharmacy-to-fill-a-prescription,How do you find the cheapest pharmacy to fill a prescription,I’m going to make this short and sweet. Steer clear from CVS. Especially if it involves controlled substance medications. All big chain pharmacies; from my experience; are very deceptive and don’t have any morals. If a physician has ordered said medication to that specific pharmacy they have an obligation to dispense the drug. That said; they are also notorious for stalling; “claiming” that the drug isn’t in stock/is on back order and I’ve seen plenty of patients come into our pharmacy complaining about the big 4 refusing to dispense their prescriptions. Most; not all because I do know some de How do you find the cheapest pharmacy to fill a prescription? If you have insurance: Call the phone number on the back of your insurance card and ask them which pharmacies in your area are “Preferred”. Preferred pharmacies are where your lowest co-pays will be vs pharmacies that are either non-preferred or out-of-network (pharmacies that don’t even take your insurance). If you are paying cash: 1. Many pharmacies have lists of low cost maintenance medications that you can take to your doctor to help lower your costs. 2. If you have a specific medication make note of the name; strength; quantity;    
https://www.quora.com/What-is-the-name-of-the-world-s-cheapest-medicine,What is the name of the world s cheapest medicine,All the Western countries (with the exception of the USA) and about half of the poorer; third-world countries.India-because patents not allowed on any chemicals-natural;or man-made.This is to prevent patent holders from charging high prices;so only the rich can buy for health-this is a democratic system-the opposite is U.S.where huge prices charged by Drug Companies;with no limit;driving up healthcare costs-U.S/costs are the highest in the World and far from the best results-it is Capitalism as it’s best-as American makes the rich get richer; and other Countries who buy drugs help.Once you have Lawyers involved;whether they be for patents;control of drugs and prices;establishing Government Laws and Re 
https://www.quora.com/Where-can-I-purchase-original-medicines-at-a-very-cheap-rate,Where can I purchase original medicines at a very cheap rate,You can purchase genuine medicines online at very prices.There are some of best online pharmacies which gives discounts like Tata 1mg; Medlife; Netmeds; Truemeds; Pharmeasy;etc ; In these Truemeds gives minimum of 20 % discount on medicines; they are most affordable company; also upto 80% to senior citizens on all products. They are available on website and google play store app. I have also bought medicines and save lot of money 💰 on my medicine delivery.The cost of medicines is same almost everywhere in India;with slight difference in taxes.You buy medicine at big reputed medical stores;that would guarantee you about the genuine medications availability. If you are at Bangalore try at “Cash Pharmacy”; one of the oldest;reputed medical stores or any big medical stores. Almost all medical stores are frequented by Drug control inspectors who do surprise checks. I hope you are unnecessarily worried about availability of genuine medicines. Often there are very small setup of medical stores who cannot afford to keep medications of reputed pharma co 
https://www.quora.com/Can-you-name-some-of-the-worlds-most-affordable-pharmaceutical-companies,Can you name some of the worlds most affordable pharmaceutical companies,Determining the affordability of pharmaceuticals can be complex; as it depends on various factors such as location; healthcare systems; and individual circumstances. However; some pharmaceutical companies are known for producing generic drugs and offering more affordable options. Keep in mind that drug prices can fluctuate; and the availability of affordable medications may also depend on government regulations and agreements. Some notable pharmaceutical companies with a focus on affordability include:Teva Pharmaceutical Industries (Israel): Teva is one of the largest generic drug manufacturer I’m not sure what you’re asking. When I prescribe medicines who the pharmaceutical company is has nothing to do with it. I base my therapeutic decisions on a multitude of factors including (and in no particular order): what’s the best medicine to treat a condition; interactions with other medicines (OTC and prescription); other conditions the patient may have that could be affected by a new medicine; and costs. Who makes the medicine is not a part of that math
https://www.quora.com/Why-are-cheap-to-produce-medicine-so-expensive,Why are cheap to produce medicine so expensive,Thanks for the A2A :) To answer this we need to get a vague understanding of how drug pricing really works. It is VERY complicated. An obvious reason why the rates of pharmaceutical drugs are sometimes exorbitantly high is the share contributed from it to the research and development of the medical field. Yet; a farrago of additional elements such as insurance and intermediaries; alongside traditional market factors such as demand; scarcity and competition; play a significant role in the ever so dynamic pricing of drugs.  Breaking It Down Much like a traditional supply chain; the drug manufactu      Most medicines are cheap to produce. However; medicines are very; very expensive to develop. Typically; a dozen or two new chemical entities are approved annually (in the US). Divided into the R&D costs of the industry; cost to develop generally exceeds a billion dollars and takes 8–10 years. The producer then has the balance of the patent life to recover costs. Pricing is based on the cost of the available alternatives. If a drug prevents; say; a three-day hospitalization; it might be worth thousands of dollars. When the patent expires; cost will drop to a value closer to the cost of productio   
https://www.quora.com/Where-can-I-find-affordable-medications-for-weight-loss,Where can I find affordable medications for weight loss,"IKIGAI Weight Loss - Brand New Funnel Launch IKIGAI™ is a unique weight loss solution; targeting the root cause of weight gain. IKIGAI's plant-based vegetarian formula is manufactured and fulfilled in the US. ""IKIGAI Weight Loss - Brand New Funnel Launch"" is a new weight loss program that has recently been launched. This system is designed to assist people shed pounds and improve their normal health and properly-being. The time period ""ikigai"" comes from japanese lifestyle and refers to a person's reason for being or experience of reason in life. This food regimen targets to assist people find t     I cannot endorse or recommend specific products or services; nor can I provide medical advice. However; I can provide you with some general information that may help. If you are looking for affordable medications for weight loss; the best place to start is by speaking with your healthcare provider. They can evaluate your medical history; current medications; and overall health to determine if weight loss medication is appropriate for you. Once you have a prescription; you can check with your local pharmacy or search online for discounts and coupons that may help reduce the cost of the medication      "
https://www.quora.com/Why-are-some-medicine-brands-cheaper-than-others-with-the-same-composition-Is-there-any-harm-if-one-uses-cheaper-ones,Why are some medicine brands cheaper than others with the same composition Is there any harm if one uses cheaper ones,"Generic brands are permitted to be +/- 10% the indicated strength (so say there is a 50 mg tablet; it could be anywhere from 45 mg to 55 mg active ingredient.) I'm not sure this has much to do with the price directly; but for quality control purposes; it is probably cheaper to not have such an exact standard. I don't have any issue with generics. However my mom takes synthroid due to having her thyroid removed. That is such a touchy medication that a 20% range deviation can be a problem as that constitutes a different dosage. Not too important with say an antibiotic; but very important when the   I'm not an expert but I'm going to hazard a response. Please feel free to rubbish and/or correct. Typically; pharma companies charge different prices because they can! (*as long as there is no price control imposed on that drug) A detour about the normal life of a drug: When a drug is introduced into the market; it is usually under a patent that has a life of about 10 years remaining. During this period; the company that holds the patent for the drug can charge whatever price they want for the drug (the price covered by insurance especially in more developed markets like the US is usually ""negot           "
https://www.quora.com/What-are-some-strategies-for-exploring-generic-medications-and-lower-cost-healthcare-options,What are some strategies for exploring generic medications and lower cost healthcare options,Exploring generic medications and lower-cost healthcare options can help you save money while still receiving effective treatment. Here are some strategies to consider: 1. Ask Your Healthcare Provider: Discuss your concerns about medication costs with your healthcare provider. They can often prescribe generic alternatives or recommend lower-cost options. 2. Check for Generic Medications: Inquire if there are generic versions of the prescribed medication available. Generic drugs contain the same active ingredients as brand-name drugs and are usually more affordable. 3. Utilize Pharmacy Discount Pr                 This is a difficult question to answer. A lot depends on your insurance or if you are self pay. If you have insurance then you have a pharmacy benefit manager. He negotiates prices with the various pharmacies and drug companies in order to “save” you money. It may be that you would pay less copay at times for a specific brand name drug than you might for a generic. I have seen people pay $35 copays at a pharmacy that were on their $4 cash price list. The mistake the patient made was using his insurance card. The pharmacist justified the 35$ by telling the patient about all the forms he has to   
https://www.quora.com/What-makes-generic-medicines-much-cheaper-than-branded-medicines,What makes generic medicines much cheaper than branded medicines,When a drug molecule is discovered by a company; the government gives it a 20-year patent period.For that 20 years ;the company who has invented the molecule can sell it at any price which it wants. That is known as branded medicine. When a period of 20 years is over;the company lose its patent rights and now any company in the world can manufacture and sell it.Now that medicine becomes generic. There is no fundamental difference between a branded or a generic medicine. There is also an another criteria that many branded company use high quality excipients.Excipients are those substances which a       The difference between Name-Brand and Generic pharmaceuticals has to do with the legal protections afforded new medications while they recover the research and development costs of the drug. For example; a company spends $11 Billion discovering the processes where a molecule affects the human body; refining that molecule; perfecting it’s delivery and form for ingestion and manufacturing… eventually; what we call a medication that does something for someone who is ill or sick. Sometimes; big pharmaceuticals do this for horrible diseases that affect small populations where they know only perhaps                
https://www.quora.com/What-are-some-developed-countries-in-which-people-have-access-to-affordable-medicine-What-can-a-country-where-medicine-is-expensive-do-to-lower-prices,What are some developed countries in which people have access to affordable medicine What can a country where medicine is expensive do to lower prices,This is an example of about one week’s worth of my medical bills for the beginning of this year (January 2020) in the USA. I am receiving treatment for cancer. I have been healthy for years and never had an issue with health beyond an ear ache.            Thanks for the A2A. A fellow Canadian has a son living in the U.S. He contacted me a while ago to say that his 3-year-old grandson had died of a rare form of cancer. His son and daughter-in-law had health insurance but the deductibles and co-pays were still over $30;000 and they were in danger of losing their house. So; to add insult to injury; their small son suffered and died and then they were handed a huge bill for it. My friend wanted to help them out but he didn’t have a lot of money and he wondered if I could lend him some money to help them out. I lent him some. He’s been paying me back i     
https://www.quora.com/Why-are-online-pharmacies-cheaper-than-offline,Why are online pharmacies cheaper than offline,An approaching party is the ideal clarification behind you to locate another dress. Before you purchase the one you've been looking at the store; you check online to check whether the dress is more moderate elsewhere. Sound like you? Eventually; we can generally improve bargain from purchasing things online. The equivalent goes for your expertly supported medicine and getting it at an online pharmacy store. Reliably; the expense of specialist grasped medicines goes up and it emits an impression of being a model that is digging in for the significant length. This has obliged individuals to search                    An impending get-together is the ideal explanation behind you to find another dress. Before you buy the one you've been taking a gander at the store; you check online to check whether the dress is more affordable somewhere else. Sound like you? By and by; we can commonly improve deal from buying things on the web. The equal goes for your expertly endorsed prescription and getting it at an online medical store. Consistently; the cost of doctor embraced medicine goes up and it gives off an impression of being an example that is delving in for the long stretch. This has obliged people to look for c               
https://www.quora.com/Why-are-pharmaceutical-drugs-so-cheap-at-Costco-Pharmacy-compared-to-other-drugstores-Whats-the-catch-Are-they-selling-the-same-drugs,Why are pharmaceutical drugs so cheap at Costco Pharmacy compared to other drugstores Whats the catch Are they selling the same drugs,Yes; they are selling the same drugs. No; they are not buying off the black market; or buying inferior or outdated product. I answered this many times when I worked in the pharmacy. Without giving away proprietary information; I can tell you that Costco's markup on pharmaceutical drugs is kept very low; keeping in line with their general pricing structure. Most pharmacies keep afloat by instituting high margins on cheap generics; because that is how they make money. Brand name drugs have little markup- the pharmacy is paying their depot about as much as they charge. There is a little wiggle room      Sadly; there's no simple rule when it comes to prescription drug prices. Every drug is priced differently; and each drug needs to be considered separately if you're looking to maximize your savings. We've spent the last 2 years studying drug prices (I'm a co-founder of GoodRx - our company is laser-focused on prescription drug price transparency). We've found that consumers can save by: a) switching pharmacies (some pharmacies have low cash prices) b) using available discounts ($4 generic programs; coupons; etc) c) going generic vs brand d) switching to a lower-cost theraputic alternative It's t     
https://www.quora.com/Where-can-I-get-discount-and-offers-on-medicines,Where can I get discount and offers on medicines,Looking for offers and discounts on medications can be a great way to save money on healthcare costs. Here are some tips to help you find the best deals: Check with your insurance provider. Your insurance may cover some or all of the cost of your medication; so be sure to check with them first. Shop around. Different pharmacies can charge different prices for the same medication; so it's worth calling around or checking online to see where you can get the best deal. Consider generic alternatives. Generic drugs are just as effective as brand-name drugs; but they cost a lot less. Many pharmacies of      Truemeds is the best online store or website which offer you heavy discounts and offers You just have to download the truemeds app and upload prescriptions and once the order is placed doctors will get in touch with you On ordering medicine from truemeds you will get discount upto 72%
https://www.quora.com/Are-pharmacy-discount-cards-actually-lower-the-cost-of-medicine,Are pharmacy discount cards actually lower the cost of medicine,Pharmacy discount cards do lower the cost of medicine. For example; with an Eliquis Coupon ; you can save a ton on this very expensive medication.      Hey there! Great question you've got there. Let me tell you a little story from my own experience that might shed some light on this. So; a while back; I was dealing with some hefty prescription costs for my allergy meds.          
https://www.quora.com/Why-are-generic-medicines-so-much-cheaper-than-prescription-medicines-Is-it-the-formulation,Why are generic medicines so much cheaper than prescription medicines Is it the formulation,It's because the brand-name company was the first one to discover and patent the drug. The laws then protect their patent for a certain amount of time; and during that time no generic copies of it can be made. This is the brand-name company's chance to make lots of money back on the drug to replace all the money they spent on researching and developing the new drug; etc. They're allowed to set their own price for the drug. Once the patent runs out; generic companies can now put out their own version of the drug; which are traditionally much cheaper because the various generic companies compete Generic medicines are typically significantly cheaper than prescription medicines due to several factors related to their development; production; and marketing. These factors include the absence of research and development costs; competition; and regulatory considerations. Here are some key reasons why generic medicines are more affordable:   
https://www.quora.com/Where-can-I-buy-cheap-online-medications-legitimate-pharmacy-only,Where can I buy cheap online medications legitimate pharmacy only,Truemeds is the best site for anything comparable; thus I recommend them for all of your medication needs. I've been hunting for medications from Truemeds for over two years because of the excellent limits they provide. I've never had a bad purchasing experience with them. Truemeds offers a wide range of brand-name medicines at reasonable prices. By ordering medications from Truemeds; you can save up to 72%. Consider the range of non-exclusive medications available at Truemeds. Truemeds is a reliable and secure website where you may get nonexclusive prescriptions and other therapeutic things. I   You can purchase medicines online & get it delivered to your home 🏠 within 24-48 hours in select cities. Download the app now to take care of all your healthcare needs with an added discount 🤑. PharmEasy has served over 50 lakh families 👪 for ordering medicines online & for booking diagnostic tests.
https://www.quora.com/Why-are-medicines-so-expensive-and-not-cheaper-for-the-working-class-and-poor,Why are medicines so expensive and not cheaper for the working class and poor,In the UK medicines cost £9.30 (roughly $12.5) per item unless you are exempt. That exemption with cover most of the poor. In fact about 60% of the population is exempt for one reason or anotherThe cost of medicine could be lowered drastically by simply lengthening the time of patent protection. Drug companies have massive R&D expenses. Not all drugs come to market; so the R&D for the ones that don’t have to be recovered through sales of the ones that do. By the time the company goes through testing and trials and gets approval; they have only 3 years or so of patent protection left. If patent protection were extended by as little as five more years; the amortization costs of the R&D would be spread out more and the per pill cost would come down. Here’s a (very) simple model: My compan    
