Link,Text,Type
https://www.facebook.com/Healthcare.gov/,"The Marketplace is a way to find health coverage that meets your needs and budget.Privacy Policy: http://go.hc.gov/1DcNqio
Wow I love it
I can not get any help from this organization. My health insurance keeps getting canceled and have spent hours trying to fix. Made my mental health problems worse. I would rather pay more than get the run around. Don't waste your time people.
Where are you, healthcare.gov ?
Say 'I do' to affordable health coverage! Certain life events like getting married may qualify you to enroll in a Marketplace health plan. Before you get started on the thank you notes, enroll in health coverage today: https://www.healthcare.gov/screener/
Are you expecting? Pregnant individuals get access to comprehensive medical care through Medicaid and CHIP. Coverage benefits include pre- and post-natal services for support and treatment.  Enrollment is open year-round. Learn more: https://go.hc.gov/3ImZyHD
 Spring has sprung, so get outside and get active! 
One of the keys to keeping your body healthy is keeping your body moving. Incorporating regular physical activity into your routine will keep you healthy and happy. Learn more: https://health.gov/.../nutri.../physical-activity-guidelines
",video_caption
https://www.facebook.com/hashtag/healthcarecosts/,"🚨A recent report (link in bio) has revealed that plastic exposures in the US contribute to a staggering $250 billion in healthcare costs. 
Open enrollment is just around the corner, starting November 1st - mark your calendars! 
📣 Exciting News: My Latest Reel is Live! 🚀 ""The Six Reasons You Are Not Prepared for Retirement Part II""🌟
Your wish is my command @drweil
While I’m very critical in the video; HIV was the 2nd Epidemic during the cocaine crisis in the 1980’s. And LGBTQ 🏳️‍🌈 pride is also soaring along wit… See more
UCWYP, part 2
The fact that crowdfunding healthcare is normalized in the US is one of our greatest failings as a country.
How much was my hospital visit in Italy? 🇮🇹😭 I’m doing much better now ❤️ Italy has a public healthcare system which I am grateful for. #italy #italia… See more
💸 This eye… See more
If you have health insurance or need to sign up, now is the … See more
In today's dynamic financial landscape, pre… See more
Working on exactly this project to continue to showcase the power of #functionalmedecine and #integrativemedicine on … See more
When your parents are griping about healthcare costs, do your ears perk up? 👂
… See more
#Healthcare #HealthCareCosts #CostOfLivin… See more
",video_caption
https://www.facebook.com/NCHFlorida/,"NCH is a proud independent, nonprofit multi-facility healthcare system located in Naples, Florida
350 7th St. N., Naples, FL, United States, Florida
First in Florida! ☝️ NCH Rooney Heart Institute announces a groundbreaking procedure for patients with valvular heart disease. The operation performed by a highly specialized team led by Robert Cubeddu, MD, Harvard-trained interventional cardiologist and President of the NCH Rooney Heart Institute, represents the first-ever transcatheter tricuspid valve replacement performed in the State of Florida and one of ten in the country, after its recent approval by the U.S. Food and Drug Administration (FDA).The new tricuspid valve is known as the “Evoque” valve and is manufactured by Edwards Lifesciences. The self-expanding valve prosthesis is engineered from bovine pericardial tissue and is effectively delivered through a catheter inserted in the groin and maneuvered antegrade into the heart across the venous circulation. Once in position, the valve is carefully deployed replacing the function of the damaged tricuspid valve. The procedure takes approximately two hours, and most patients recover quickly and are discharged home within two to three days.“This major achievement represents not only an important milestone for our patients and our organization but underscores our overarching commitment to innovation and clinical excellence,” said Dr. Cubeddu. “As a center of excellence in valvular heart disease, we are most proud and committed in providing patients a breadth of innovative solutions with early access to breakthrough therapies. The Evoque system is no different and will enable us to evaluate and treat for many more patients with valvular heart disease.”Congratulations to Drs. David Axline, Gaston Cudemus, Brian Solomon and the Rooney Heart Institute team!🔗 https://nchmd.org/press-releases/nch-cardiologist-performs-first-transcatheter-tricuspid-valve-replacement-in-florida/
Oh my. I remember the groundbreaking for the current building & then expansion project. 
Awesome team!! NCH providing our community with top notch healthcare!  Thanks to all of you!
Another day, another groundbreaking! 
First in Florida!  
Understanding symptoms can be a key step to managing seasonal allergies effectively. Consider these tips to provide relief and manage your symptoms.
Marco Urgent Care is proud to announce the groundbreaking ceremony for its state-of-the-art urgent care center, and today marks the beginning of construction for this vital healthcare facility.
The Marco Urgent Care center aims to provide accessible and efficient healthcare services to the residents of Marco Island and surrounding communities. With a focus on delivering high-quality care in a convenient setting, the center will offer a … See more
NCH Rooney Heart Institute announces a groundbreaking procedure for patients with valvular heart disease. The operation performed by a highly specialized team led by Robert Cubeddu, MD, Harvard-trained interventional cardiologist and President of the NCH Rooney Heart Institute, represents the first-ever transcatheter tricuspid valve replacement performed in the State of Florida and one of ten in the country, after its recent approval by the U.S. Food an… See more
",video_caption
https://m.facebook.com/khalsahelpinternational/videos/2566324110164457/,"President Gurpreet Singh Rummy at Khalsa Help OPD Gurudwara Indrapuram. Big announcement of Khalsa Help launching a medicine service in which people can get medicine in most affordable rates. #khalsa #khalsahelp #khalsahelpfoundation #khalsahelpinte…
See more
",video_caption
https://www.facebook.com/EmpowerPharmacy/photos/a.1795562480484586/5552557258118404/?type=3,"Shaun Noorian founded Empower Pharmacy after a series of unusual inspirations.""If I had not been injured while working out in the oil fields, diagnosed with hypogonadism and subsequently prescribed compounded medication, Empower would not exist as it does today. I feel that it is no coincidence that the concept for Empower came from these guiding experiences. And so, I hold a core belief that the company's primary purpose is to improve patients' lives through quality, affor… See more
Congratulations! So proud!
Congratulation to you all 
The best of the best!  
Proud for you
",video_caption
https://m.facebook.com/doctorkatehenry/videos/493551138503040/?locale=ms_MY&_rdr,,video_caption
https://m.facebook.com/mpharmaGH/photos/a.2433050060048116/5637408259612264/,"We launched our impact report on the 28th of April and among the guest speakers was the former Minister of Health, Ghana, Mr. Alex Segbefia, representing the former President of Ghana, H.E. John Dramani Mahama.He spoke about how much Mpharma has impacted the health sector in Africa.To read more about this, download our impact report here: https://mpharma.com/2022/04/28/mpharma-impact-report/… See more
",video_caption
https://www.facebook.com/genericmedicineramanareddy/videos/ground-report-on-pradhan-mantri-bharatiya-jan-aushadhi-kendra-pmbjak-by-doordars/1726605500771352/,"Ground report on Pradhan Mantri Bharatiya Jan Aushadhi Kendra (PMBJAK) by Doordarshan News#PMBJP #JANAUSHADHI #affordablemedicine @qualitymedicines #BJP #ddnews
",video_caption
https://www.facebook.com/mpharmaGH/videos/we-are-building-an-africa-in-good-health-read-more-about-our-story-in-our-impact/539468670898343/,"We are building an Africa in good health. Read more about our story in our impact report.Visit our website for more information.#sustainablehealth #affordablemedicine #goodhealth #healthinafrica #mpharma #mpharmahealthafrica
",video_caption
https://www.facebook.com/mpharmaGH/photos/a.2433050060048116/5717253274961095/?type=3,"Under the QualityRx program, we have partnered with pharmacies in Nigeria, Ghana, Kenya and other African countries to make quality drugs available for health patients and consumers. Through our QualityRx model, we can now directly influence not just the price, but the quality of the drugs and healthcare services received by patients at our partner pharmacies.#sustainablehealth #affordablemedicine #goodhealth #healthinafrica #mpharma #mpharmahealthafrica
",video_caption
https://www.facebook.com/m4umedicals/videos/the-inception-of-m4u-was-with-the-sole-purpose-of-making-medicines-affordable-to/319365066139068/,"The inception of M4U was with the sole purpose of making medicines affordable to the masses. Starting with a step at a time, we are finally finding feet and trying to reach out to as many people as we can. It's never too late to take a step in the ri…
See more
",video_caption
https://m.facebook.com/lbfpharmacy/videos/beat-the-heat-oponganon-beattheheat2022-affordablemedicine-tianguerd-bawalmagkas/1024339118195146/,"Beat the Heat ....#O…
See more
",video_caption
https://m.facebook.com/dirxhealth/photos/the-world-of-pharmacy-is-changing-you-may-find-that-your-local-pharmacy-is-now-o/473469484734532/,"The world of pharmacy is changing. You may find that your local pharmacy is now out-of-network for your pharmacy benefit. DiRx is the reliable, self-pay alternative. We’re here to make medicine more accessible and affordable for all. Learn more by checking the link in our bio.#affordablemedicine #noinsurance #onlinepharmacy #dirxhealth
I would rather pay a little more and know that I will receive the meds for the money I paid, than order from a fly by night online pharmacy that steals my money.
",video_caption
https://m.facebook.com/EmpowerPharmacy/photos/it-was-2009-when-empower-began-inside-a-150-square-foot-space-in-the-back-of-a-d/5581887018518761/,"It was 2009 when Empower began inside a 150 square foot space in the back of a doctor’s office in Houston, TX.One engineer set out to expand access to quality medication.150 square feet turned into 1,500 square feet that turned into 15,000 square feet then to 30,000 square feet and now 60,000 square feet. Much of this is attributed to referrals, reputation and sheer hard work.In 2021, we will begin moving into our new 85,000 square feet facility where we plan to continu… See more
SAD TO SAY MY DID NO WORK
Awesome!!
",video_caption
https://www.facebook.com/events/d41d8cd9/affordable-medicines-now/133062327545128/,,video_caption
https://m.facebook.com/photo/?fbid=446912297548364&set=ecnf.100066887917411&locale=hi_IN,"Montelukast is used to treat and prevent symptoms associated with asthma, as well as to prevent exercise-induced bronchoconstriction (EIB) and treat symptoms of hay fever, including seasonal or perennial allergic rhinitis, such as sneezing, runny nose, itching, or wheezing. Get Montelukast 4mg and 5mg dosage strengths delivered from DiRx for as low as $3.49 per month with a valid US prescription. $0 with DiRx Annual Savings Plan. http://ow.ly/Ggpn50Li5ef#dirxhealth #onlin... और देखें
",video_caption
https://m.facebook.com/NoMoreBadMeds/?locale=ms_MY,"Expanding access to affordable meds for all through drug re-importation, repurposing generics for off-label uses, and reducing the cost of cancer meds
Sanders: big pharma gets angry at the thought of affordable healthcare and meds http://ow.ly/aAqR30aXYM3
",video_caption
https://m.facebook.com/story.php/?story_fbid=1932712567033112&id=1567248003579572,,video_caption
https://www.facebook.com/Univentis/videos/univentis-medicare-limited-we-prioritize-high-quality-and-affordable-medicines-t/223792460016630/,"Univentis Medicare Limited, we prioritize high-quality and affordable medicines to contribute to a healthier world. #healthylifestyle #healthcare #affordablemedicine #qualitymedicine #UniventisMedicareLimited #healthyliving #healthylife #medicine #…
See more
",video_caption
https://www.facebook.com/p/Affordable-Meds-100069962523161/,"Welcome to AffordableMeds.com! Join us on our mission to make meds affordable and accessible to everyone!
Why did the loperamide increase in price by 200%. The price increased from $15.95 to over $45.00.
I was just looking for it online and can't get into the site. Closed website for maintenance????
Check out why our customers love Affordable Meds!
Hemorrhoidal Cream with 5% Lidocaine by Bare & Better contains the same active ingredients as Preparation H. The only difference: Our 4 OZ tube by Bare & Better is 3 times cheaper!
Shop Loperamide Hydrochloride (Generic Imodium) and get the lowest price guarantee only at AffordableMeds.com.
Shop now at affordablemeds.comFollow @affordablemeds_com… See more
",video_caption
https://www.facebook.com/dirxhealth/videos/wishing-all-our-customers-colleagues-and-friends-a-happy-and-healthy-holiday-sea/836985507586517/,"Wishing all our customers, colleagues, and friends a happy and healthy holiday season! Thank you for supporting our mission to provide affordable medicine for all.  #affordablemedicine #happyholidays #seasonsgreetings
",video_caption
https://www.facebook.com/dirxhealth/,"DiRx is an online pharmacy for low-cost, FDA-approved generic medicines.
Enhance cognitive clarity with Atomoxetine 80mg, the generic for Strattera. 30 capsules available for just $20, with free shipping included – no insurance required. Elevate productivity without barriers.
Thrilled to hear our customer's feedback!  Thank you for recognizing our commitment to affordability and timeliness. Your satisfaction is our priority!
Easy access to essential medication! 120 tablets of Abiraterone Acetate 250mg for just $126.67, with free shipping and no insurance needed. 
#MentalWellness #StratteraAlternative #ProductivityEnhancement #Healthcare #Medication #ProfessionalDevelopment #online #pharmacy #affordable #affordablemedicine #noinsuranceneeded #freeshipping
#ClientLove #CustomerSatisfaction #HappyCustomers #ClientFeedback… See more
Available here: https://www.dirxhealth.com/abiraterone-acetate-5
#AffordableMedication #NoInsurance #FreeShipping #CancerTreatment #Online Pharmacies #Availability #Health Conditions #AdvancedProstateCancer #Survivorship #LifeSavingMeds #Healthcare #FightCancer #ProstateCancer #HopeForPatients #MedicalBreakthrough #medicationforcance… See more
",video_caption
https://m.facebook.com/people/Affordable-medicine/100083439456368/,"A refreshing and invigorating herbal tonic for masculine mind, body and soul. Ruzu Black for men is available in all pharmacy outlets Nationwide.
",video_caption
https://www.facebook.com/hashtag/affordablemedicine/?__eep__=6,"Revolutionizing healthcare, Mark Cuban’s pharmaceutical venture is a beacon of accessibility. By prioritizing affordability, they’re making life-chang… See more
Check out the largest medical week conference in all of Europe! This incredible event showcases the newest and most advanced German and Russian techno… See more
Ratan Tata invested in this Healthcare Startup 💊
|| Generic Aadhaar Successful Story ||
This is a historic first and major step forward in the fight to save Americans money on medicine.
“Generic vs. Branded Medicines: What’s the Difference?” . 
.
.… See more
American families should not have to choose between… See more
",video_caption
https://www.facebook.com/gofundme/posts/this-family-is-in-a-race-against-time-to-raise-21-million-to-save-their-daughter/10158502499658550/,"https://ibb.co/D1qKfTt
It should just be it too her . How heartless the pharmaceutical companies are 
Praying 
Praying for you little one
This family is in a race against time to raise $2.1 million to save their daughter's life.
",video_caption
https://www.facebook.com/notMYkid/videos/how-can-i-help-someone-with-a-problem-stop-taking-drugs-how-can-i-help-if-they-d/1152580052184537/,"How can I help someone with a problem stop taking drugs? How can I help if they don’t want help?Asking how to help someone who may have a substance use disorder to stop taking drugs is one of the most common things we hear from both adults and teen…
See more
",video_caption
https://www.facebook.com/drugaddictionhelpline/,"Drug Addiction Helpline Nonprofit organization EIN# 82-2992650
https://www.amazon.com/Losing-Loved-Drug.../dp/1092344012...
",video_caption
https://www.facebook.com/PartnershipToEndAddiction/,"The nation’s leading organization dedicated to addiction prevention, treatment, education & recovery.Text CONNECT to 55753 & get free confidential support about how to help your loved one.Call 855-378-4373 to schedule a call with our free helpline.
People are talking about tianeptine (also known as gas station hero or tianeptine, in English), yet the misinformation abounds.It's not legal in America, but that doesn't stop internet vendors, gas stations, convenience stores and tobacco shops from promoting it illegally. Some people who have tried these products ended up in the hospital with seizures, psychosis or loss of consciousness. Calls to control intoxication for this substance are also on the rise, and several dea… See more  · See original  · Rate this translation
",video_caption
https://www.facebook.com/samhsa/,"The Substance Abuse and Mental Health Services Administration (SAMHSA) leads public health efforts to advance the behavioral health of the nation.Mission: Reduce the impact of substance abuse and mental illness on America's communities.
Things are kinda tough atm especially this time of the year so I’m gifting 5 grands to the first 10 people to message me “ALIVE “ god bless you all
#LGB adults are more likely than straight adults to use substances, experience mental health issues & experience serious thoughts of suicide. READ: http://store.samhsa.gov/.../lesbian-gay-and-bisexual...
#NDAFW: #Ecigs have surged in popularity, but teens can overlook how these products can be harmful.
During #WomensHistoryMonth, we are honoring influential women in history who have paved the way in behavioral health such as Rosalynn Carter.
Get answers to questions teens might be hesitant to ask others with this #ecigarettes fact sheet  https://store.samhsa.gov/.../tips-teens-truth.../pep19-12
Learn more about her legacy: https://www.whitehouse.gov/.../fir.../rosalynn-smith-carter/
",video_caption
https://m.facebook.com/PatientsForAffordableDrugsNOW/posts/728007731314848/,"Ridiculous
“At the core, the problem is that the private companies creating drugs like remdesivir have to think of their own bottom lines even as the world suffers — even if the brunt of the costs of those projects were shouldered by the very taxpayers who may then struggle to pay the costs of those same drugs.”
",video_caption
https://m.facebook.com/NovaScriptsCentral/videos/we-are-a-nonprofit-pharmacy-focused-on-helping-individuals-gain-access-to-afford/1098305391097917/,"We are a nonprofit pharmacy focused on helping individuals gain access to affordable prescription medicines. Our dedicated staff is here to help identify potential options for those who are struggling to afford their medications. Learn more about o…
See more
",video_caption
https://m.facebook.com/photo/?fbid=505725414911268&set=ecnf.100064214401743,"No one should have to struggle to afford vital prescription medications. Contact The Rx Advocates today for help.Please call us at 844-559-8331#TheRxAdvocates #life #insulin #savemoney #prescriptionsupport #diabetes #lifestyle #healthylifestyle #mentalhealth #health #support #motivation #life #selfcare #healing #medicalcare #medications #prescription #prescriptions #prescriptionassistance #savemoney #help #stayhealthy #social
",video_caption
https://www.facebook.com/PhRMA/,"Our member companies are leading the way in the search for new cures. Research. Progress. Hope.
670 Maine Ave SW Ste. 1000, Washington D.C., DC, United States, Washington, District of Columbia
PBMs can steer you toward pharmacies that make them more money. How is that possible? Because they own pharmacies, too. See how these middlemen are putting profits before your health: https://onphr.ma/45DxFoU
This has been going on for years. Theres 9 biosimilars that have been rebranded from Humira. It’s highway robbery.
""Unless the administration withdraws its proposal, the United States will return to the days when the most promising federally backed discoveries never left university labs.""
""PBMs hold considerable power to change contract terms if their own bottom line suddenly is at risk.""
This is why voters overwhelmingly support solutions to rein in insurance companies and their pharmacy benefit managers. The current business model is broken – and patients pay the price.
",video_caption
https://m.facebook.com/repunderwood/photos/no-one-should-struggle-to-afford-the-lifesaving-prescription-drugs-they-need-to-/1828149367330702/,,video_caption
https://hi-in.facebook.com/RepEliseStefanik/videos/with-1-in-4-americans-struggling-to-afford-their-medications-its-incumbent-on-us/535609263857479/,,video_caption
https://www.facebook.com/aaaswfl/videos/struggling-to-afford-your-prescription-medications-if-you-are-a-medicare-recipie/466052616936351/,,video_caption
https://www.facebook.com/PatientsForAffordableDrugsNOW/,,video_caption
https://www.facebook.com/PatientsForAffordableDrugs/,,video_caption
https://m.facebook.com/story.php/?story_fbid=214968250905033&id=100071755780480,,video_caption
https://www.facebook.com/thedeasonco/videos/our-story-we-love-helping-our-clients-save/300326105484770/,,video_caption
https://www.facebook.com/groups/payingtillithurts/,,video_caption
https://www.facebook.com/Simplefill/,,video_caption
https://www.facebook.com/lsscriptcare/,,video_caption
https://www.facebook.com/texasepilepsy/videos/medication-assistance-program-maps-olga/337999180888107/,,video_caption
https://www.facebook.com/mygooddaysorg/,,video_caption
https://www.facebook.com/groups/2250995321820831/?locale=th_TH,,video_caption
https://www.facebook.com/NCMedAssist/,,video_caption
